base_fee_per_gas,block_time,gas_limit,gas_price,gas_used,max_fee_per_gas,max_priority_fee_per_gas,priority_fee_per_gas
,1618321526,21000,99000000000,21000,,,
85317719820,1637903034,21000,86817719820,21000,113306449814,1500000000,1500000000
183710436628,1641940409,21000,185210436628,21000,200356797737,1500000000,1500000000
182455417747,1632249666,21000,230000000000,21000,,,
133631168030,1636736175,21000,171000000000,21000,171000000000,171000000000,37368831970
75314897796,1632662164,21000,78000000000,21000,78000000000,78000000000,2685102204
151912172525,1636649737,21000,153412172525,21000,163847660081,1500000000,1500000000
171239091216,1636434995,21000,173239091216,21000,197410893530,2000000000,2000000000
128066617923,1637959572,21000,129566617923,21000,175990986173,1500000000,1500000000
128066617923,1637959572,21000,129566617923,21000,133935789744,1500000000,1500000000
32660260376,1629413092,21000,37660260376,21000,53569015314,5000000000,5000000000
86520489540,1629400293,21000,91520489540,21000,110361567840,5000000000,5000000000
131841578955,1636754170,21000,133341578955,21000,134033025728,1500000000,1500000000
,1618149004,21000,89000000000,21000,,,
161366133931,1641922209,21000,163366133931,21000,226707997843,2000000000,2000000000
,1618156202,21000,83000000000,21000,,,
113778502037,1637929592,21000,115278502037,21000,129523449581,1500000000,1500000000
95268798667,1637945162,21000,96768798667,21000,110625560273,1500000000,1500000000
161449065682,1637921044,21000,163466073012,21000,170258801459,2017007330,2017007330
,1623208973,21000,12000000000,21000,,,
110064693911,1637964201,21000,111564693911,21000,117193142170,1500000000,1500000000
130580151070,1637962898,21000,132405497070,21000,141181708034,1825346000,1825346000
64416768600,1631349037,21000,65000000000,21000,65000000000,65000000000,583231400
,1618151095,21000,76000000000,21000,,,
,1621494900,21000,65000000000,21000,,,
84479585867,1637951331,21000,85979585867,21000,142756356046,1500000000,1500000000
,1620150404,21000,73000000000,21000,,,
,1618326941,21000,158000000000,21000,,,
109509223625,1637956753,21000,111009223625,21000,111571885245,1500000000,1500000000
114130026676,1630777468,21000,116573214621,21000,210429093209,2443187945,2443187945
108515208476,1637892890,21000,110015208476,21000,116958867326,1500000000,1500000000
106990302239,1637892562,21000,108490302239,21000,123840726675,1500000000,1500000000
95501302602,1637939656,21000,97001302602,21000,104622709330,1500000000,1500000000
72738864718,1637897109,21000,74238864718,21000,101935164818,1500000000,1500000000
,1624257737,22000,71000000000,21000,,,
57908070242,1630123158,21000,61000000000,21000,61000000000,61000000000,3091929758
,1618318599,21000,74000001459,21000,,,
,1622591414,21000,19000000000,21000,,,
125187920107,1637929671,21000,126687920107,21000,129523449581,1500000000,1500000000
126752190113,1637943465,21000,128252190113,21000,139265840104,1500000000,1500000000
,1624290860,21000,23000000000,21000,,,
,1618763499,25200,154000000000,21000,,,
,1622891729,21000,16000000000,21000,,,
114542401343,1636605329,21000,118000000000,21000,118000000000,118000000000,3457598657
64700007296,1631374391,21000,66200007296,21000,84664888058,1500000000,1500000000
58989617433,1631363363,21000,60489617433,21000,98422617136,1500000000,1500000000
,1621474408,21000,292001000000,21000,,,
