base_fee_per_gas,block_time,gas_limit,gas_price,gas_used,max_fee_per_gas,max_priority_fee_per_gas,priority_fee_per_gas
38470127319,1648696374,21000,40050233065,21000,40050233065,40050233065,1580105746
54790736816,1644980438,21000,56124376074,21000,56124376074,56124376074,1333639258
45997666959,1644994054,21000,51029577601,21000,51029577601,51029577601,5031910642
54318831284,1648258947,21000,57982384594,21000,57982384594,57982384594,3663553310
54318831284,1648258947,21000,58036099433,21000,58036099433,58036099433,3717268149
26035946336,1650615990,21000,45167899955,21000,45167899955,44167899936,19131953619
41988826901,1650670718,21000,45008309030,21000,45008309030,45008309030,3019482129
41988826901,1650670718,21000,46401638024,21000,46401638024,46401638024,4412811123
24505077325,1650768135,21000,26785650071,21000,26785650071,26785650071,2280572746
30838127789,1650833735,21000,33053077281,21000,33053077281,33053077281,2214949492
31873073485,1650835557,21000,37587508084,21000,37587508084,37587508084,5714434599
36576239923,1649073726,21000,39955183068,21000,39955183068,39955183068,3378943145
62902829109,1649103763,21000,66244867583,21000,66244867583,66244867583,3342038474
59909725449,1646330838,21000,71394097664,21000,71394097664,71394097664,11484372215
42461517993,1646327222,21000,44747515524,21000,44747515524,44747515524,2285997531
35287347477,1648726602,21000,37941173914,21000,37941173914,37941173914,2653826437
38759725677,1648735138,21000,40690196514,21000,40690196514,40690196514,1930470837
66233318929,1648761288,21000,72500799909,21000,72500799909,72500799909,6267480980
25768533649,1648720398,21000,29156248422,21000,29156248422,29156248422,3387714773
22511528014,1648287769,21000,27421145351,21000,27421145351,27421145351,4909617337
29605276360,1650815770,21000,31856214350,21000,31856214350,31856214350,2250937990
56788025510,1650830793,21000,59359819023,21000,59359819023,59359819023,2571793513
56788025510,1650830793,21000,59359819023,21000,59359819023,59359819023,2571793513
78029966895,1649084266,21000,79529966895,21000,84084206209,1500000000,1500000000
37543841532,1649059949,21000,39176903875,21000,39176903875,39176903875,1633062343
58583563923,1649079122,21000,60113791979,21000,60113791979,60113791979,1530228056
29921638658,1648323710,21000,31921638658,21000,41000000000,2000000000,2000000000
53699502105,1650593086,21000,55860126497,21000,55860126497,55860126497,2160624392
53699502105,1650593086,21000,61568300169,21000,61568300169,61568300169,7868798064
54316148804,1649104784,21000,63323743542,21000,63323743542,63323743542,9007594738
45643475541,1649103645,21000,52654860755,21000,52654860755,52654860755,7011385214
45643475541,1649103645,21000,52654860755,21000,52654860755,52654860755,7011385214
33543057101,1646293698,21000,36478048921,21000,36478048921,36478048921,2934991820
37443994477,1646287444,21000,39992257843,21000,39992257843,39992257843,2548263366
69428285151,1646320974,21000,72412538039,21000,72412538039,72412538039,2984252888
41053319058,1648732808,21000,50750023643,21000,50750023643,50750023643,9696704585
58393586307,1644999469,21000,62937271299,21000,62937271299,62937271299,4543684992
123501629172,1644974222,21000,124521850374,21000,124521850374,124521850374,1020221202
123501629172,1644974222,21000,127157946313,21000,127157946313,127157946313,3656317141
45927187297,1644994647,21000,47337187297,21000,47573872413,1410000000,1410000000
20887312068,1650804171,21000,25622221165,21000,25622221165,25622221165,4734909097
40494593592,1650816504,21000,50368421685,21000,50368421685,50368421685,9873828093
25066075342,1650792867,21000,25553773772,21000,25553773772,25553773772,487698430
48999432094,1649040862,21000,54071449018,21000,54071449018,54071449018,5072016924
78308101802,1646319043,21000,79033967086,21000,79033967086,79033967086,725865284
44487923344,1646266122,21000,45370843923,21000,45370843923,45370843923,882920579
20405571224,1646304311,21000,21218483906,21000,21218483906,21218483906,812912682
57067907407,1648754882,21000,62458225703,21000,62458225703,62458225703,5390318296
44048600317,1648706315,21000,45752960212,21000,45752960212,45752960212,1704359895
39937825636,1648688309,21000,43539274181,21000,43539274181,43539274181,3601448545
52478057727,1644986752,21000,57593848086,21000,57593848086,57593848086,5115790359
16933188058,1648295834,21000,17242052932,21000,17242052932,17242052932,308864874
69321904128,1650665676,21000,70821904128,21000,112727575463,1500000000,1500000000
37555672508,1650816172,21000,40474224020,21000,40474224020,40474224020,2918551512
