base_fee_per_gas,block_time,gas_limit,gas_price,gas_used,max_fee_per_gas,max_priority_fee_per_gas,priority_fee_per_gas
28668154698,1648201254,336859,30168154698,336859,30716752548,1500000000,1500000000
139572461151,1641662544,319321,141072461151,319321,177694941275,1500000000,1500000000
97781196536,1641642624,60850,99281196536,56050,124000674569,1500000000,1500000000
171122641578,1642177768,55696,172622641578,50896,220323488630,1500000000,1500000000
37746009232,1649941141,310281,39246009232,310281,53011808959,1500000000,1500000000
25463169749,1649932469,67622,26963169749,67622,29370442890,1500000000,1500000000
75334327677,1643962828,67634,77334327677,62834,103984072268,2000000000,2000000000
106439610144,1641616833,60862,107939610144,56062,131301746904,1500000000,1500000000
155164847625,1642187264,67634,156664847625,67634,212867292978,1500000000,1500000000
23775849391,1649926230,59982,25275849391,59982,35407643045,1500000000,1500000000
66149004586,1649956466,64717,68149004586,59917,105515610551,2000000000,2000000000
112104635594,1641600096,60862,113604635594,56062,135636075283,1500000000,1500000000
80515028039,1641627678,322947,82015028039,322947,113293645725,1500000000,1500000000
386956910550,1642121160,60850,388782256550,56050,487101252658,1825346000,1825346000
27091479676,1649940127,67634,28591479676,62834,30000000000,1500000000,1500000000
130229529402,1643935058,55632,132729529402,55632,280946696376,2500000000,2500000000
112958437760,1641685472,67634,114458437760,62834,129022342397,1500000000,1500000000
178843129239,1641674996,60850,180343129239,56050,182952691555,1500000000,1500000000
135751613115,1642148899,337502,137251613115,337502,157427068528,1500000000,1500000000
44914423964,1649967857,67634,54914423964,62834,300000000000,10000000000,10000000000
183977784470,1642178090,67634,185477784470,67634,235138587802,1500000000,1500000000
171478136810,1642198873,67622,172978136810,67622,250033682097,1500000000,1500000000
33360963326,1649931173,67634,34860963326,67634,36115438022,1500000000,1500000000
111086063231,1641656950,67634,112586063231,62834,136549340673,1500000000,1500000000
30757593844,1649895596,67634,32257593844,62834,42724521973,1500000000,1500000000
159231939504,1641668129,67646,160731939504,62846,194108632730,1500000000,1500000000
160057606972,1641662467,313421,161557606972,313421,210771446895,1500000000,1500000000
175461596479,1642195451,67634,176961596479,62834,225014956705,1500000000,1500000000
150469952089,1642181445,60862,151969952089,56062,188515877329,1500000000,1500000000
59262802334,1649902488,55592,79000000000,50792,,,
72327643441,1643965097,310846,73827643441,310846,88414496384,1500000000,1500000000
185957085951,1642203516,55648,188457085951,55648,402713293036,2500000000,2500000000
